Table with column headers in row 3,,,,,,
"2017 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2018",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
MN,27,10260,Dilworth-Glyndon-Felton,"6,553","1,367",118
MN,27,11010,Dover-Eyota Public School District,"4,463",911,47
MN,27,11040,Duluth Public School District,"93,296","12,217","1,551"
MN,27,11085,East Central School District,"6,969",888,151
MN,27,11130,East Grand Forks Public School District,"10,095","1,796",190
MN,27,08190,Eastern Carver County Public Schools,"57,693","11,911",442
MN,27,14220,Eden Prairie Public School District,"62,581","11,977",858
MN,27,11190,Eden Valley-Watkins School District,"4,979",910,64
MN,27,11220,Edgerton Public School District,"2,210",398,43
MN,27,11250,Edina Public School District,"42,964","8,671",284
MN,27,11370,Elk River Public School District,"71,335","14,759",576
MN,27,99001,Elkton School District 05-3 in Lake Benton (7-12),"1,347",105,13
MN,27,11460,Ellsworth Public School District,966,169,29
MN,27,11520,Ely Public School District,"5,049",562,89
MN,27,38880,Esko Public School District,"5,045","1,015",31
MN,27,00021,Eveleth-Gilbert School District,"8,537","1,299",140
MN,27,00124,Fairmont Area School District,"12,276","1,888",313
MN,27,11760,Faribault Public School District,"31,389","5,327",828
MN,27,11820,Farmington Public School District,"34,759","7,344",304
MN,27,11880,Fergus Falls Public School District,"19,479","3,056",355
MN,27,11910,Fertile-Beltrami School District,"2,821",506,69
MN,27,00100,Fillmore Central,"4,918",850,201
MN,27,12180,Fisher Public School District,996,172,13
MN,27,12210,Floodwood Public School District,"1,598",243,24
MN,27,12240,Foley Public School District,"9,437","2,012",124
MN,27,12270,Forest Lake Public School District,"48,610","8,495",388
MN,27,12300,Fosston Public School District,"3,711",701,114
MN,27,08880,Franconia Public School District,266,45,1
MN,27,12360,Frazee-Vergas Public School District,"6,915","1,300",244
MN,27,12420,Fridley Public School District,"16,489","2,519",334
MN,27,12480,Fulda Public School District,"2,459",423,60
MN,27,12580,G.F.W.,"5,938",971,113
MN,27,00128,Glencoe-Silver Lake School District,"12,760","2,190",199
MN,27,00148,Glenville-Emmons School District,"2,527",445,32
MN,27,12900,Goodhue Public School District,"3,036",607,33
MN,27,13020,Goodridge Public School District,852,176,22
MN,27,13040,Granada-Huntley-East Chain,"1,764",294,36
MN,27,13140,Grand Meadow Public School District,"1,901",383,29
MN,27,13170,Grand Rapids Public School District,"27,418","4,147",430
MN,27,00107,Greenbush-Middle River School District,"2,700",444,47
MN,27,09480,Greenway Public School District,"8,597","1,470",188
MN,27,18920,Grygla Public School District,"1,029",164,19
MN,27,13380,Hancock Public School District,"1,294",233,22
MN,27,13530,Hastings Public School District,"33,516","5,689",321
MN,27,13560,Hawley Public School District,"4,394",946,27
MN,27,13590,Hayfield Public School District,"4,877",879,60
MN,27,13680,Hendricks Public School District,"1,048",152,19
MN,27,13860,Henning Public School District,"3,010",474,73
MN,27,13890,Herman-Norcross School District,978,166,20
MN,27,13920,Hermantown Public School District,"11,329","1,841",87
MN,27,13930,Heron Lake-Okabena School District,"1,606",279,28
MN,27,27006,Heron Lake-Okabena-Fulda-Worthington in Round Lake-Brewster (9-12),"1,709",101,11
MN,27,13980,Hibbing Public School District,"17,570","2,581",459
MN,27,14010,Hill City Public School District,"1,605",279,37
MN,27,14040,Hills-Beaver Creek School District,"2,008",392,36
MN,27,14070,Hinckley-Finlayson School District,"6,947","1,099",188
MN,27,14190,Holdingford Public School District,"5,014",990,56
MN,27,14260,Hopkins Public School District,"67,227","9,168",824
MN,27,14280,Houston Public School District,"2,768",444,43
MN,27,00123,Howard Lake-Waverly-Winsted,"9,182","1,603",103
MN,27,14970,Hutchinson Public School District,"17,829","3,124",230
MN,27,15000,International Falls School District,"9,560","1,351",262
MN,27,15030,Inver Grove Heights Schools,"30,668","4,744",420
MN,27,15510,Isle Public School District,"3,227",456,86
MN,27,15540,Ivanhoe Public School District,"1,237",105,11
MN,27,00231,Jackson County Central School District,"7,554","1,214",131
MN,27,91451,Janesville-Waldorf-Pemberton,"4,829",883,92
MN,27,15750,Jordan Public School District,"10,092","2,208",88
MN,27,16980,Kasson-Mantorville School District,"10,421","2,235",83
MN,27,17010,Kelliher Public School District,"1,068",179,45
MN,27,17100,Kenyon-Wanamingo School District,"5,558",959,99
MN,27,17120,Kerkhoven-Murdock-Sunburg,"2,662",484,49
MN,27,17220,Kimball Public School District,"4,687",895,51
MN,27,00007,Kingsland Public School District,"5,226",939,75
MN,27,91447,Kittson Central School District,"1,914",278,29
MN,27,17250,La Crescent-Hokah School District,"8,264","1,390",84
MN,27,00125,Lac Qui Parle Valley School District,"6,163",883,129
MN,27,17460,Lake Benton Public School District,"1,347",143,23
MN,27,17520,Lake City Public School District,"8,822","1,338",105
MN,27,91445,Lake Crystal-Wellcome Memorial,"6,416","1,183",74
MN,27,00162,Lake Park Audubon School District,"5,151",884,74
MN,27,40740,Lake Superior Public School District,"13,014","1,890",186
MN,27,17570,Lake of the Woods School District,"3,397",459,61
MN,27,00088,Lakeview School District,"2,689",529,43
MN,27,17780,Lakeville Public School District,"55,190","12,537",392
MN,27,17880,Lancaster Public School District,816,135,20
MN,27,17910,Lanesboro Public School District,"1,711",283,36
MN,27,17940,Laporte Public School District,"1,716",256,40
MN,27,18070,Le Sueur-Henderson School District,"7,590","1,328",92
MN,27,18060,LeRoy-Ostrander Public Schools,"2,074",362,35
MN,27,02640,Lester Prairie Public School District,"2,933",518,46
MN,27,18090,Lewiston-Altura Public School District,"4,253",828,91
MN,27,18210,Litchfield Public School District,"11,512","2,033",202
MN,27,18240,Little Falls Public School District,"17,389","2,915",383
MN,27,18270,Littlefork-Big Falls School District,"1,562",230,18
MN,27,00109,Long Prairie-Grey Eagle School District,"8,426","1,425",252
MN,27,18330,Luverne Public School District,"6,952","1,362",134
MN,27,18360,Lyle Public School District,"1,153",216,37
MN,27,18390,Lynd Public School District,"1,054",154,13
MN,27,00091,MACCRAY School District,"4,429",760,92
MN,27,18540,Mabel-Canton Public School District,"2,477",517,64
MN,27,18570,Madelia Public School District,"3,306",556,87
MN,27,18660,Mahnomen Public School District,"3,969",887,274
MN,27,18750,Mahtomedi Public School District,"14,779","2,989",155
MN,27,18780,Mankato Public School District,"66,122","9,085","1,076"
MN,27,18810,Maple Lake Public School District,"5,322","1,072",61
MN,27,00006,Maple River School District,"6,246","1,195",125
MN,27,23550,Marshall County Central Schools,"1,899",341,26
MN,27,18940,Marshall Public School District,"15,654","2,572",361
MN,27,27004,Marshall-Minneota-RTR Public Schools in Lynd (9-12),"1,054",70,9
MN,27,27005,Marshall-Tracy Public Schools in Milroy (9-12),688,38,3
MN,27,18960,Martin County West School District,"4,305",714,97
MN,27,19170,McGregor Public School District,"4,151",481,88
MN,27,19320,Medford Public School District,"3,176",727,51
MN,27,20550,Melrose Public School District,"9,227","1,809",169
MN,27,20580,Menahga Public School District,"3,676",747,123
MN,27,91450,Mesabi East School District,"7,504","1,065",131
MN,27,20670,Milaca Public School District,"11,598","2,173",242
MN,27,21210,Milroy Public School District,688,91,9
MN,27,21240,Minneapolis Public School District,"415,671","53,203","12,847"
MN,27,21270,Minneota Public School District,"2,630",536,45
MN,27,27003,Minneota-Ivanhoe Public School Districts in Ivanhoe (7-12),"1,237",108,7
MN,27,11670,Minnetonka Public School District,"43,905","8,986",219
MN,27,00019,Minnewaska School District,"9,384","1,426",136
MN,27,21320,Montevideo Public School District,"7,298","1,179",160
MN,27,21390,Monticello Public School District,"22,094","4,553",229
MN,27,21420,Moorhead Public School District,"46,294","7,267","1,130"
MN,27,21450,Moose Lake Public School District,"5,952",778,59
MN,27,21480,Mora Public School District,"10,760","1,695",252
MN,27,00383,Morris Area Public Schools,"7,746","1,115",90
MN,27,22950,Mounds View Public School District,"79,780","12,260",998
MN,27,00001,Mountain Iron-Buhl School District,"4,526",694,79
MN,27,23010,Mountain Lake Public Schools,"3,012",598,79
MN,27,00090,Murray County Central School District,"4,729",766,81
MN,27,00089,NRHEG School District,"5,213",955,92
MN,27,23310,Nashwauk-Keewatin School District,"3,776",538,78
MN,27,33720,Nett Lake Public School District,386,51,10
MN,27,23370,Nevis Public School District,"2,543",328,44
MN,27,23400,New London-Spicer School District,"9,275","1,561",94
MN,27,23430,New Prague Area Schools,"20,050","4,360",144
MN,27,23490,New Ulm Public School District,"18,910","2,962",226
MN,27,23520,New York Mills Public School District,"3,615",626,93
MN,27,23580,Nicollet Public School District,"2,617",483,22
MN,27,00101,Norman County East School District,"2,141",382,56
MN,27,91448,Norman County West School District,"1,420",236,48
MN,27,23820,North Branch Public Schools,"20,529","3,784",217
MN,27,23850,North St. Paul-Maplewood-Oakdale School District,"82,672","13,579","1,424"
MN,27,23880,Northfield Public School District,"28,670","4,277",343
MN,27,30870,Northland Community Schools,"4,559",561,164
MN,27,23970,Ogilvie Public School District,"3,541",618,81
MN,27,25050,Onamia Public School District,"5,639",990,170
MN,27,25080,Orono Public School District,"12,889","2,780",88
MN,27,00328,Ortonville Public Schools,"3,368",530,82
MN,27,25140,Osakis Public School District,"4,052",696,95
MN,27,25200,Osseo Public School District,"146,790","27,196","2,654"
MN,27,28050,Owatonna Public School District,"29,540","5,416",620
MN,27,28080,Park Rapids Public School District,"12,789","1,952",330
MN,27,28110,Parkers Prairie Public School District,"3,041",481,65
MN,27,28140,Paynesville Public School District,"6,409","1,099",114
MN,27,28170,Pelican Rapids Public School District,"7,571","1,203",177
MN,27,28200,Pequot Lakes Public Schools,"10,179","1,630",129
MN,27,28230,Perham-Dent Public School District,"10,857","1,591",165
MN,27,28320,Pierz Public School District,"5,217",995,88
MN,27,28350,Pillager Public School District,"5,344",895,110
MN,27,28380,Pine City Public School District,"10,541","1,676",226
MN,27,28950,Pine Island Public School District,"6,427","1,287",92
MN,27,28960,Pine Point Public School District,348,80,31
MN,27,28970,Pine River-Backus Public School District,"7,588","1,145",200
MN,27,00108,Pipestone Area School District,"7,325","1,371",174
MN,27,00287,Plainview-Elgin-Millville,"7,993","1,488",117
MN,27,30030,Princeton Public School District,"21,011","3,873",278
MN,27,16830,Prinsburg Public School District,771,146,13
MN,27,30060,Prior Lake-Savage Area Schools,"42,378","8,888",321
MN,27,30090,Proctor Public School District,"12,604","1,985",139
MN,27,00294,RTR Public Schools,"3,410",635,70
MN,27,30150,Randolph Public School District,"2,521",442,11
MN,27,00385,Red Lake County Central Public Schools,"1,978",367,35
MN,27,30450,Red Lake Falls Public School District,"2,299",411,51
MN,27,30510,Red Lake Public School District,"6,158","1,604",462
MN,27,00132,Red Rock Central School District,"3,292",552,75
MN,27,30480,Red Wing Public School District,"19,637","3,144",290
MN,27,00182,Redwood Area School District,"7,894","1,390",165
MN,27,00163,Renville County West School District,"3,961",682,59
MN,27,31750,Richfield Public School District,"43,249","5,291",726
MN,27,31780,Robbinsdale Public School District,"107,642","15,980","2,112"
MN,27,31800,Rochester Public School District,"128,530","21,700","1,988"
MN,27,32070,Rockford Public School District,"10,306","2,059",123
MN,27,09440,Rocori Public School District,"13,269","2,629",166
MN,27,32250,Roseau Public School District,"6,599","1,217",89
MN,27,32390,Rosemount-Apple Valley-Eagan,"151,962","29,004","1,528"
MN,27,32430,Roseville Public School District,"58,955","8,356","1,153"
MN,27,32460,Rothsay Public School District,"1,044",166,21
MN,27,00388,Round Lake-Brewster Public Schools,"1,709",226,36
MN,27,32520,Royalton Public School District,"3,804",719,83
MN,27,32550,Rush City Public School District,"6,738",874,70
MN,27,28290,Rushford-Peterson Public Schools,"4,070",694,75
MN,27,32820,Sartell-St. Stephen School District,"17,941","4,113",156
MN,27,32850,Sauk Centre Public School District,"7,888","1,336",158
MN,27,32880,Sauk Rapids-Rice Public Schools,"24,181","4,408",306
MN,27,32970,Sebeka Public School District,"2,938",591,113
MN,27,33000,Shakopee Public School District,"47,750","9,369",477
MN,27,00102,Sibley East School District,"7,498","1,390",126
MN,27,33210,Sleepy Eye Public School District,"5,348","1,014",100
MN,27,32700,South Koochiching School District,"1,239",169,35
MN,27,33270,South St. Paul Public School District,"20,954","3,216",329
MN,27,33810,South Washington County School District,"99,831","20,057",663
MN,27,02720,Southland Public School District,"3,599",721,58
MN,27,33300,Spring Grove School District,"2,181",314,31
MN,27,33330,Spring Lake Park Public Schools,"32,193","5,197",395
MN,27,33390,Springfield Public School District,"3,276",586,65
MN,27,33420,St. Anthony-New Brighton Schools,"10,654","1,280",90
MN,27,33450,St. Charles Public School District,"5,873","1,165",129
MN,27,33480,St. Clair Public School District,"2,787",577,39
MN,27,33510,St. Cloud Public School District,"101,654","13,535","2,312"
MN,27,33540,St. Francis Public School District,"33,521","6,417",339
MN,27,33600,St. James Public School District,"6,397","1,161",145
MN,27,00008,St. Louis County School District,"17,830","2,519",270
MN,27,33780,St. Louis Park Public School District,"47,382","5,581",526
MN,27,27007,St. Louis-Northland in Nett Lake (7-12),386,48,13
MN,27,33790,St. Michael-Albertville School District,"24,441","6,033",167
MN,27,33840,St. Paul Public School District,"307,112","52,864","12,647"
MN,27,33870,St. Peter Public School District,"14,983","2,140",218
MN,27,33900,Staples-Motley School District,"9,977","1,712",253
MN,27,00127,Stephen-Argyle Central Schools,"1,944",324,19
MN,27,38160,Stewartville Public School District,"9,273","1,800",192
MN,27,38190,Stillwater Area Public School District,"64,269","11,497",427
MN,27,38280,Swanville Public School District,"1,848",338,32
MN,27,38850,Thief River Falls School District,"13,742","2,278",235
MN,27,00326,Tracy Area Public School District,"5,256",983,135
MN,27,00379,Tri-City United School District,"12,488","2,290",203
MN,27,91446,Tri-County School District,"2,002",332,30
MN,27,40665,Triton School District,"7,013","1,260",122
MN,27,40680,Truman Public School District,"2,290",426,70
MN,27,40810,Ulen-Hitterdal Public School District,"1,817",349,22
MN,27,40830,Underwood Public School District,"2,421",383,54
MN,27,00005,United South Central School District,"5,885","1,006",189
MN,27,40860,Upsala Public School District,"2,034",421,50
MN,27,40920,Verndale Public School District,"1,750",345,56
MN,27,41040,Virginia Public School District,"10,938","1,412",319
MN,27,41060,Wabasha-Kellogg Public School District,"5,256",747,75
MN,27,41430,Wabasso Public School District,"2,414",434,24
MN,27,41460,Waconia Public School District,"21,432","4,335",114
MN,27,00022,Wadena-Deer Creek School District,"7,722","1,367",261
MN,27,02910,Walker-Hackensack-Akeley School District,"7,331","1,035",235
MN,27,00024,Warren-Alvarado-Oslo School District,"3,625",570,71
MN,27,41850,Warroad Public School District,"6,042","1,097",132
MN,27,41880,Waseca Public School District,"12,278","2,116",236
MN,27,41910,Watertown-Mayer Public School District,"10,585","1,966",107
MN,27,00013,Waterville-Elysian-Morristown Public School District,"6,838","1,060",95
MN,27,42120,Waubun-Ogema-White Earth Public Schools,"3,331",745,195
MN,27,42160,Wayzata Public School District,"64,021","12,456",699
MN,27,00104,West Central Area,"5,114",821,96
MN,27,42270,West St. Paul-Mendota Heights-Eagan,"44,401","6,453",439
MN,27,00183,Westbrook-Walnut Grove Schools,"2,866",535,108
MN,27,22920,Westonka Public School District,"19,407","3,193",162
MN,27,42330,Wheaton Area Public School District,"2,039",313,58
